BV号：BV1P741177xN
标题：BV1P741177xN
链接：https://www.bilibili.com/video/BV1P741177xN
识别语言：zh
语言置信度：1
分段数：2474
生成时间：2026-04-04 02:49:43

[00:00:00 - 00:00:03] 哈喽大家好
[00:16:21 - 00:16:22] 我个人觉得内蒙古
[00:16:22 - 00:16:24] 我不知道有没有内蒙古的同学
[00:16:24 - 00:16:26] 内蒙古的同学现在高考这样的情报是最
[00:16:26 - 00:16:27] 最变态的
[00:16:27 - 00:16:28] 最变态的
[00:16:28 - 00:16:29] 最变态的
[00:16:29 - 00:16:32] 这里边大家注意一定要服从条件
[00:16:32 - 00:16:33] 一定要服从条件
[00:16:33 - 00:16:34] 那个艺术就是杀人啊
[00:16:34 - 00:16:36] 这个一定要服从条计
[00:16:36 - 00:16:38] 你一旦不服从条计的话
[00:16:38 - 00:16:40] 你的志愿极有可能会滑荡
[00:16:41 - 00:16:42] 一旦不服从条计
[00:16:42 - 00:16:45] 你的志愿极有可能会滑荡
[00:16:45 - 00:16:46] 一定要服从条计
[00:16:46 - 00:16:47] 一定要服从条计
[00:16:48 - 00:16:49] 你不服从条计是不行的
[00:16:49 - 00:16:50] 这就导致什么呢
[00:16:50 - 00:16:52] 这就导致你一旦编写了服从条计的话呢
[00:16:53 - 00:16:54] 就容易干出什么样的事情
[00:16:54 - 00:16:56] 得到的结果就是你想
[00:16:57 - 00:16:58] 就是你上的这个专业
[00:16:58 - 00:16:59] 你完全就没有报过
[00:17:00 - 00:17:01] 比如说我给大家举个例子
[00:17:01 - 00:17:02] 拿我个人来举例子
[00:17:02 - 00:17:04] 就是因为服从调剂这个事情
[00:17:04 - 00:17:06] 我当年上大学上的专业叫做集水排水工程
[00:17:06 - 00:17:07] 这个大家都知道
[00:17:07 - 00:17:08] 我在讲座当中
[00:17:08 - 00:17:09] 包括在直播当中
[00:17:09 - 00:17:11] 我给大家说过无数次
[00:17:11 - 00:17:13] 我当时拿到这个通知书的时候
[00:17:13 - 00:17:15] 我当时拿到这个通知书的时候
[00:17:15 - 00:17:17] 我是比较崩溃的
[00:17:17 - 00:17:18] 因为我没有报这个专业
[00:17:18 - 00:17:21] 因为我当时报的专业都是电器啊
[00:17:21 - 00:17:23] 大家知道电器工程是干嘛的
[00:17:23 - 00:17:24] 电器工程
[00:17:24 - 00:17:27] 将来可能会进国家电网公司
[00:17:27 - 00:17:29] 国家电网公司
[00:17:29 - 00:17:29] 所以说的话
[00:17:29 - 00:17:31] 我觉得这个挺稳的
[00:17:31 - 00:17:32] 这个职业很稳的
[00:17:32 - 00:17:33] 然后的话呢
[00:17:33 - 00:17:34] 报了金融啊
[00:17:34 - 00:17:35] 计算机啊
[00:17:35 - 00:17:35] 通信啊
[00:17:35 - 00:17:37] 都是一些当时热门专业啊
[00:17:37 - 00:17:38] 现在也很热门的专业
[00:17:38 - 00:17:39] 然后几排水这个专业
[00:17:39 - 00:17:41] 我当时就没有报
[00:17:41 - 00:17:42] 我想告诉大家的是什么呢
[00:17:42 - 00:17:45] 就是我们宿舍当时一共是六个人
[00:17:45 - 00:17:47] 我们宿舍当时一共是六个人
[00:17:47 - 00:17:49] 有四个人是学几排水的
[00:17:49 - 00:17:53] 两个人是学地理信息系统的
[00:17:53 - 00:17:54] 四个人学几排水
[00:17:54 - 00:17:56] 两个人学地理信息系统
[00:17:56 - 00:18:00] 我们六个人都是被服从调剂调剂过来的
[00:18:01 - 00:18:04] 我们六个人都没有报这个专业
[00:18:04 - 00:18:07] 叫集水排水工程或地理信息系统
[00:18:07 - 00:18:08] 都报到别的专业
[00:18:09 - 00:18:13] 但是为什么我没有被调剂到地信
[00:18:13 - 00:18:16] 而学地信的人没有被调剂到学挤排水
[00:18:17 - 00:18:20] 为什么他调剂的原则是什么
[00:18:21 - 00:18:23] 怎么就把我调剂到了挤排水
[00:18:23 - 00:18:25] 而没有被调剂到地信
[00:18:25 - 00:18:27] 这个我不知道
[00:18:27 - 00:18:30] 这个我估计也没有一个老师能给你讲明白
[00:18:30 - 00:18:31] 为什么
[00:18:31 - 00:18:33] 知道吧
[00:18:33 - 00:18:33] 所以说
[00:18:33 - 00:18:34] 对
[00:18:34 - 00:18:35] 用你的话说
[00:18:35 - 00:18:36] 就是被安排的明明白白了
[00:18:36 - 00:18:37] 知道吧
[00:18:37 - 00:18:38] 就完全很崩溃
[00:18:38 - 00:18:39] 你知道吧
[00:18:39 - 00:18:39] 所以说
[00:18:39 - 00:18:40] 这就是风头机的一个
[00:18:40 - 00:18:42] 但是他能满足什么呢
[00:18:42 - 00:18:43] 他能满足学校
[00:18:43 - 00:18:46] 对于最优质生源的需求
[00:18:46 - 00:18:49] 他能满足学校
[00:18:49 - 00:18:51] 对于最优质生源的需求
[00:18:51 - 00:18:53] 就是这个意思
[00:18:53 - 00:18:56] 就是我要的都是抱我们需要分高的人
[00:18:57 - 00:18:59] 他到底想不想学我们需要这个专业
[00:18:59 - 00:18:59] 我不管
[00:18:59 - 00:19:00] 反正他分高
[00:19:00 - 00:19:02] 他抱了我们学校
[00:19:02 - 00:19:05] 这是大多数省份用的服从调剂的
[00:19:06 - 00:19:07] 志愿天报的办法
[00:19:07 - 00:19:10] 这现在叫做平行职员学校间平行职员调剂
[00:19:11 - 00:19:13] 那么新高考的几个省份
[00:19:13 - 00:19:14] 比如像浙江省和山东省
[00:19:15 - 00:19:20] 浙江省和山东省就是采取的专业优先
[00:19:20 - 00:19:23] 采取的专业优先这样一个报考的方法
[00:19:23 - 00:19:25] 那么专业用线报告方法的
[00:19:25 - 00:19:26] 它最大特点是什么呢
[00:19:27 - 00:19:30] 你想学什么专业你就报什么专业
[00:19:30 - 00:19:33] 你上的一定是你报的
[00:19:34 - 00:19:37] 你别给我抱怨说我不喜欢这个专业
[00:19:38 - 00:19:40] 知道吗你像现在我在做考研的时候
[00:19:40 - 00:19:43] 我们经常有同学跟我说正好是我要考研我要跨专业考研
[00:19:43 - 00:19:45] 我说你为什么跨专业考研
[00:19:45 - 00:19:48] 老师我不喜欢我现在这个专业我说你为什么不喜欢
[00:19:48 - 00:19:51] 老师我当时高厚我没报我理解了
[00:19:51 - 00:19:57] 但是现在像山东和浙江的高考生就不可能出现这样的情况
[00:19:57 - 00:20:04] 为什么呢?你上的肯定是你报的,别跟我说我不喜欢,你不喜欢当时你为什么要报
[00:20:04 - 00:20:09] 你说我妈让我报的,那就另外说,所以说的话我真的建议
[00:20:09 - 00:20:15] 张老师以后再给大家讲高考生前报的时候,带着你和你的父母一起来听一听
[00:20:15 - 00:20:20] 因为有的时候我们在报生的时候你爸你妈可能也会给你一些意见
[00:20:20 - 00:20:23] 他们以为哪些作业也比较好
[00:20:23 - 00:20:24] 或者怎么样的
[00:20:24 - 00:20:25] 其实可能不是那个样子的
[00:20:26 - 00:20:27] 其实可能不是那个样子的
[00:20:27 - 00:20:28] 包括说
[00:20:28 - 00:20:30] 包括说现在医学的问题
[00:20:30 - 00:20:31] 就是
[00:20:32 - 00:20:32] 真的
[00:20:32 - 00:20:33] 就是大家你现在
[00:20:34 - 00:20:34] 因为有这个疫情
[00:20:34 - 00:20:37] 大家你们现在想学医吗
[00:20:37 - 00:20:38] 现在想学医吗
[00:20:40 - 00:20:41] 你现在想学医吗
[00:20:43 - 00:20:44] 你现在想学医吗
[00:20:46 - 00:20:47] 然后对吧
[00:20:47 - 00:20:48] 有同学可能说想
[00:20:48 - 00:20:49] 有同学说不想
[00:20:49 - 00:20:51] 我跟他说实话,你学这个专业呢
[00:20:51 - 00:20:53] 当时我在报纸院的时候呢
[00:20:53 - 00:20:55] 我妈就曾经跟我说过一点
[00:20:55 - 00:20:57] 我妈说,说孩子啊,你看你得学医
[00:20:57 - 00:20:59] 我妈当时是非常劝我学医的
[00:20:59 - 00:21:02] 我妈说,你看这个人啊
[00:21:02 - 00:21:03] 到了哪儿
[00:21:03 - 00:21:06] 他不都得有病不是吗
[00:21:06 - 00:21:09] 你看人呢,他肯定会有病啊
[00:21:09 - 00:21:10] 肯定会生病啊
[00:21:10 - 00:21:11] 对吧
[00:21:11 - 00:21:13] 他有的那种病生了就死了
[00:21:13 - 00:21:15] 对吧,有的那种病生了可能没什么事
[00:21:15 - 00:21:16] 质疑质就很好对吧
[00:21:16 - 00:21:18] 然后我妈当时让我去学医
[00:21:18 - 00:21:20] 但是当时我是不想学医的
[00:21:20 - 00:21:21] 但是我当时我是不想学医的
[00:21:21 - 00:21:23] 但是我想说的是什么呢
[00:21:23 - 00:21:24] 我想说的是医学这个转移
[00:21:24 - 00:21:26] 首先第一不是你想学就能学的
[00:21:26 - 00:21:28] 医学不是你想学就能学的
[00:21:28 - 00:21:30] 不是你想学就能学的
[00:21:30 - 00:21:32] 因为医学的院的分都很高
[00:21:32 - 00:21:34] 你以为学医那么容易吗
[00:21:34 - 00:21:37] 不是的医学院的分都非常非常高
[00:21:37 - 00:21:39] 你要是有兴趣
[00:21:39 - 00:21:40] 你要是有兴趣
[00:21:40 - 00:21:41] 你看看你们家
[00:21:41 - 00:21:45] 你看看你各个省份的报纸院的那个书
[00:21:45 - 00:21:48] 你看哪个学校在你们学校是最难好的
[00:21:48 - 00:21:49] 就是它录取位置比较高
[00:21:49 - 00:21:50] 分数线比较高
[00:21:50 - 00:21:53] 你看哪个学校分数线是比较高的
[00:21:53 - 00:21:55] 你看从上往下旅
[00:21:55 - 00:21:56] 不出太大意外的话
[00:21:56 - 00:21:58] 第一个第二个不是新闻法就是伟大
[00:21:58 - 00:21:59] 对不对
[00:21:59 - 00:22:01] 每年录取分分线都差不多
[00:22:01 - 00:22:01] 每年录取分线
[00:22:01 - 00:22:03] 录取位置也都差不多
[00:22:03 - 00:22:04] 然后呢
[00:22:05 - 00:22:05] 你发现什么状况
[00:22:05 - 00:22:07] 你从上往下旅
[00:22:07 - 00:22:12] 你旅到的第一个不是21或985的大学
[00:22:12 - 00:22:12] 呢
[00:22:13 - 00:22:14] 应该就是一科大学
[00:22:15 - 00:22:19] 你没有兴趣的话,你明年发那个报口之间,天幕书,你可以看一下
[00:22:19 - 00:22:26] 知道吧,你能从上往下履,履到的第一个不是21985的大学,基本上都是一科大学
[00:22:26 - 00:22:33] 基本上都是一科大学,所以说这个大家你自己可以去感受一下,你可以去感受一下
[00:22:33 - 00:22:38] 一科大学的分是非常高,不是你想学就能学的,第二呢,就是关于这个
[00:22:38 - 00:22:40] 一科大学里面什么专业最好啊
[00:22:40 - 00:22:43] 一科大学里边什么专业最好啊
[00:22:43 - 00:22:45] 一科大学里边大家记住啊
[00:22:45 - 00:22:47] 临床专业不是最好的啊
[00:22:47 - 00:22:49] 一科大学里边最好的专业
[00:22:49 - 00:22:51] 实际上每年分比较高的专业什么是口腔
[00:22:51 - 00:22:52] 是口腔
[00:22:52 - 00:22:54] 口腔分要更高一些
[00:22:54 - 00:22:56] 为什么呢
[00:22:56 - 00:22:59] 为什么口腔的分一般要比临床大学分要高一些
[00:22:59 - 00:23:01] 临床的分其实不是那么很高的
[00:23:01 - 00:23:03] 口腔分要稍微高一些的
[00:23:03 - 00:23:05] 为什么呀
[00:23:05 - 00:23:07] 临床啊
[00:23:07 - 00:23:08] 临床
[00:23:08 - 00:23:11] 临床的学习周期时间太长
[00:23:12 - 00:23:14] 你要是想当一个
[00:23:15 - 00:23:17] 一个三甲医院的医生
[00:23:17 - 00:23:20] 现在基本上学历都得是博士
[00:23:20 - 00:23:23] 三甲医院的医生现在都得博士
[00:23:23 - 00:23:26] 它撑太时间特别的长
[00:23:26 - 00:23:27] 本科五年
[00:23:27 - 00:23:29] 再加上硕士再加上博士
[00:23:29 - 00:23:32] 加起来的话最起码得个就是如果说有个学校是
[00:23:32 - 00:23:34] 按照本硕博培养是八年
[00:23:34 - 00:23:37] 如果说你不善着那一体化培养的话
[00:23:37 - 00:23:39] 那你可能下来得10年
[00:23:39 - 00:23:41] 可能下来得10年
[00:23:41 - 00:23:42] 所以说的话你会发现
[00:23:42 - 00:23:45] 别人本科毕业以后都已经挣钱了
[00:23:45 - 00:23:47] 都已经可能在
[00:23:47 - 00:23:49] 职场上已经发展了几年了
[00:23:49 - 00:23:49] 对吧
[00:23:49 - 00:23:50] 然后的话
[00:23:50 - 00:23:52] 收入也有一定的提高了
[00:23:52 - 00:23:54] 然后你刚从学校毕业刚进医院
[00:23:54 - 00:23:55] 然后的话
[00:23:55 - 00:23:57] 你的收入可能就没有
[00:23:57 - 00:23:59] 像别人那么看起来
[00:23:59 - 00:24:01] 就是到30岁的时候
[00:24:01 - 00:24:04] 医生的收入肯定是不及其他专业的
[00:24:04 - 00:24:05] 但是到了40岁50岁以后
[00:24:05 - 00:24:07] 那医生的收入是越来越高的
[00:24:07 - 00:24:10] 那就会导致有的同学可能心比较急
[00:24:10 - 00:24:11] 然后的话呢
[00:24:11 - 00:24:12] 成财时间比较长
[00:24:12 - 00:24:14] 但口腔这个专业不一样
[00:24:14 - 00:24:15] 口腔这个专业的话
[00:24:15 - 00:24:16] 你本科毕业以后
[00:24:16 - 00:24:17] 你本科毕业以后
[00:24:17 - 00:24:20] 你可以直接回家去开个口腔诊所都可以
[00:24:20 - 00:24:21] 如果大家你们有兴趣的话
[00:24:21 - 00:24:24] 你们可以看一下你们家楼下
[00:24:24 - 00:24:27] 你说哪个小区下面没有一个口腔诊所呢
[00:24:27 - 00:24:31] 哪个小区下面没有一个口腔诊所呢
[00:24:31 - 00:24:31] 对吗
[00:24:31 - 00:24:34] 而且的话你会发现咱们中国人看病的时候
[00:24:34 - 00:24:37] 就是对哪些病是比较喜欢花钱的
[00:24:37 - 00:24:38] 就是那种得了病
[00:24:38 - 00:24:40] 死还死不了
[00:24:40 - 00:24:41] 完了还特别难受的病
[00:24:41 - 00:24:44] 大家对于这种病花钱是最愿意花钱的
[00:24:44 - 00:24:44] 大家发现了吗
[00:24:45 - 00:24:46] 牙疼
[00:24:46 - 00:24:47] 就是这样的病
[00:24:47 - 00:24:47] 对吧
[00:24:47 - 00:24:50] 牙疼以后的话你会发现死了没有
[00:24:50 - 00:24:50] 没死
[00:24:50 - 00:24:51] 难受不难受
[00:24:51 - 00:24:52] 难受
[00:24:52 - 00:24:53] 你赶紧花钱给我治好
[00:24:54 - 00:24:54] 对吧
[00:24:54 - 00:24:55] 你包括我自己
[00:24:55 - 00:24:56] 我自己得过这样的病
[00:24:57 - 00:24:58] 比如说
[00:24:59 - 00:25:00] 我得过
[00:25:01 - 00:25:02] 我得过脚气
[00:25:02 - 00:25:05] 你们知道得脚气是什么状况吗
[00:25:05 - 00:25:07] 你们知道得脚气是什么状况吗
[00:25:07 - 00:25:08] 就是养
[00:25:08 - 00:25:09] 我不知道有没有同学得过脚气的
[00:25:09 - 00:25:11] 瞅及养
[00:25:11 - 00:25:12] 我的天哪
[00:25:12 - 00:25:13] 就是要死那种感觉
[00:25:13 - 00:25:14] 你知道吧
[00:25:14 - 00:25:15] 我不知道有没有得过脚气的
[00:25:15 - 00:25:18] 就是你脱了鞋是肝养
[00:25:18 - 00:25:20] 脱了鞋就是养都不行
[00:25:20 - 00:25:21] 然后穿着鞋
[00:25:21 - 00:25:23] 失养就脚出汗
[00:25:23 - 00:25:24] 然后养我的天
[00:25:24 - 00:25:26] 然后当时我们还在开年会
[00:25:26 - 00:25:28] 我们还在开公司的年会
[00:25:28 - 00:25:30] 暑假全员工的大会
[00:25:30 - 00:25:31] 然后我还开年会
[00:25:31 - 00:25:34] 我还是一个小领导坐在第一排
[00:25:34 - 00:25:35] 老板在上面讲话
[00:25:35 - 00:25:36] 我就在底下抠脚
[00:25:36 - 00:25:36] 为什么
[00:25:36 - 00:25:37] 因为太养
[00:25:37 - 00:25:38] 养都不行知道吧
[00:25:38 - 00:25:42] 然后当时就买了一堆各种各样的药膏
[00:25:42 - 00:25:45] 只要你能智角气的
[00:25:45 - 00:25:46] 能把我这个养给治好
[00:25:46 - 00:25:47] 你花多少钱
[00:25:47 - 00:25:48] 不要跟我谈价钱
[00:25:48 - 00:25:48] 知道吧
[00:25:48 - 00:25:50] 不要跟我谈价钱
[00:25:50 - 00:25:51] 这是一个有味道的直播
[00:25:51 - 00:25:51] 没办法
[00:25:51 - 00:25:53] 不要跟我谈价钱
[00:25:53 - 00:25:55] 我一定要把我这个脚养给治好
[00:25:55 - 00:25:56] 你会发现这种病是罪恶性的
[00:25:56 - 00:25:57] 对吧
[00:25:57 - 00:25:58] 牙疼也是这样的
[00:25:58 - 00:25:59] 牙疼也是这样的病
[00:25:59 - 00:25:59] 对吧
[00:25:59 - 00:26:01] 牙齿 赶紧给我拔了 对吧
[00:26:01 - 00:26:04] 赶紧给我把牙齿上 痛苦太痛苦了
[00:26:04 - 00:26:05] 就是这样的 对不对
[00:26:05 - 00:26:07] 所以说的话 你会发现口腔这个专业呢
[00:26:07 - 00:26:08] 它撑材时间没有那么长
[00:26:08 - 00:26:10] 所以说呢收入又不低
[00:26:10 - 00:26:11] 收入又不低
[00:26:11 - 00:26:14] 所以说这个专业其实是比较好的
[00:26:14 - 00:26:15] 而第三呢
[00:26:15 - 00:26:17] 就是说的中医啊
[00:26:17 - 00:26:19] 就刚才有同学说的中医
[00:26:19 - 00:26:22] 呃这一次的疫情防控大家
[00:26:22 - 00:26:25] 你会发现 经常我说中医起多大的作用啊
[00:26:25 - 00:26:27] 呃我想告诉大家
[00:26:27 - 00:26:29] 中医当然你想学可以学
[00:26:29 - 00:26:30] 中医有没有效
[00:26:30 - 00:26:31] 当然有效
[00:26:31 - 00:26:32] 当然有效
[00:26:32 - 00:26:33] 我们老祖宗流传下来的东西
[00:26:33 - 00:26:34] 对吧
[00:26:34 - 00:26:36] 要不然我们古人是怎么看病的
[00:26:36 - 00:26:36] 对不对
[00:26:36 - 00:26:38] 古人也不能说得了病就去死
[00:26:38 - 00:26:39] 对吧
[00:26:39 - 00:26:41] 肯定中医是有效的
[00:26:41 - 00:26:42] 但是问题在于哪里的
[00:26:42 - 00:26:45] 问题在于大家你要注意一个很有意思的现象
[00:26:45 - 00:26:47] 就是在新高豪在报社院的时候
[00:26:47 - 00:26:49] 他会涉及到一个问题叫做选科
[00:26:49 - 00:26:51] 你看我们今天这个主题叫
[00:26:51 - 00:26:52] 新高豪选科知道
[00:26:52 - 00:26:52] 对不对
[00:26:52 - 00:26:55] 他选科是什么意思呢
[00:26:55 - 00:26:58] 你选了某一科你才能报
[00:26:58 - 00:27:01] 一些专业,你不选这些科目
[00:27:01 - 00:27:04] 你报不了那些专业,为什么呢?因为有些
[00:27:04 - 00:27:05] 专业
[00:27:05 - 00:27:09] 他上大学啊,你学的那些专业科是需要你有
[00:27:10 - 00:27:13] 相关学科基础的,比如给大家举个例子啊
[00:27:13 - 00:27:16] 这个,你要是没有学物理
[00:27:16 - 00:27:19] 你高中,高中物理你都没学
[00:27:19 - 00:27:22] 那对不起,你上大学很多专业你都报不了
[00:27:22 - 00:27:28] 你高中物理没学你报不了什么专业呢你报不了土木报不了机械报不了通信
[00:27:28 - 00:27:30] 报不了自动化报不了计算机
[00:27:31 - 00:27:32] 你报不了
[00:27:32 - 00:27:33] 为什么
[00:27:33 - 00:27:37] 你像土木这种专业上大学第一节课大学物理课
[00:27:37 - 00:27:41] 你高中物理都没学过然后你上大学学大学物理课你不找死吗
[00:27:42 - 00:27:43] 然后的话你
[00:27:44 - 00:27:51] 这个通信也是然后计算机也是上大学第一节课大学物理课你高中物理没学过你学个毛大学物理
[00:27:51 - 00:27:51] 对吗
[00:27:52 - 00:27:57] 就是有这样的一些专业是要有这样的选科要求的那么
[00:27:58 - 00:28:04] 医学呢你会发现如果说你要是报西医的临床医学
[00:28:04 - 00:28:10] 我问大家一个问题啊你觉得学医需不需要学生物和化学
[00:28:11 - 00:28:14] 你们觉得学医需不需要学生物和化学
[00:28:16 - 00:28:19] 你们觉得学医需不需要学生物和化学
[00:28:19 - 00:28:21] 你们觉得需不需要
[00:28:21 - 00:28:24] 就以你作为一个高中生的一个身份
[00:28:24 - 00:28:26] 包括有很多家长对不对
[00:28:26 - 00:28:28] 以你们对于医学的了解
[00:28:28 - 00:28:31] 你觉得学医要不要学生物和化学
[00:28:31 - 00:28:34] 如果这个孩子他没有学生物和化学的话
[00:28:34 - 00:28:35] 他能不能学医
[00:28:35 - 00:28:38] 或者他如果没有学生物和化学的话
[00:28:38 - 00:28:41] 他如果上大学学了医学以后会不会很头疼
[00:28:42 - 00:28:46] 我个人觉得是需要
[00:28:46 - 00:28:48] 我个人觉得是需要的
[00:28:48 - 00:28:51] 这是需要的,因为人是生物嘛,对不对?
[00:28:51 - 00:28:53] 人本身就是个生物啊,对不对?
[00:28:54 - 00:28:56] 但是很遗憾的是什么呢?
[00:28:56 - 00:29:01] 就是,如果说你要报的是西医的话,
[00:29:01 - 00:29:04] 西医是需要学化学和生物的。
[00:29:04 - 00:29:06] 但是如果说你要想学中医的话呢,
[00:29:06 - 00:29:10] 中医是不需要学物理化学生物,
[00:29:10 - 00:29:11] 任何一门的。
[00:29:11 - 00:29:14] 中医是不需要学物理化学和生物的。
[00:29:14 - 00:29:17] 中医是不需要学物理化学和生物的。
[00:29:18 - 00:29:23] 那你说那中医不需要学物理化学和生物
[00:29:23 - 00:29:27] 那他学什么
[00:29:27 - 00:29:29] 那他学什么
[00:29:29 - 00:29:31] 这个
[00:29:31 - 00:29:34] 这个不要求啊
[00:29:34 - 00:29:36] 那个那个那个有一个同学说
[00:29:36 - 00:29:38] 老我们老是说学中医要学物理
[00:29:38 - 00:29:40] 但是你实际上来看啊实际看
[00:29:40 - 00:29:43] 各个中医要大学没有一所大学要求你学物理
[00:29:43 - 00:29:46] 也没有一所大学要求你学化学和生物
[00:29:46 - 00:29:49] 没有一所大学在选科要求的时候
[00:29:49 - 00:29:50] 需要你学
[00:29:52 - 00:29:52] 知道吧
[00:29:52 - 00:29:54] 没有意思大学要求你学
[00:29:54 - 00:29:55] 需要求你学物理化学和生物
[00:29:56 - 00:29:59] 这个就很很
[00:29:59 - 00:30:01] 反正我个人觉得很
[00:30:01 - 00:30:02] 很诡异吧
[00:30:02 - 00:30:03] 可能个人觉得很诡异
[00:30:03 - 00:30:05] 所以说大家对于学医这一块啊
[00:30:06 - 00:30:07] 你想好了
[00:30:07 - 00:30:09] 而且的话医学还有一个东西什么东西呢
[00:30:09 - 00:30:12] 就如果说你是山东省和浙江省还稍微好一点
[00:30:12 - 00:30:14] 如果说你是别的省份的话呢
[00:30:14 - 00:30:15] 他就存在一个东西叫服从条地
[00:30:16 - 00:30:18] 他存在一个东西叫服从条地
[00:30:18 - 00:30:22] 那一科大学的除了临床作用以外和口腔作用以外还有其他转业
[00:30:22 - 00:30:25] 还有其他转业比如说
[00:30:25 - 00:30:31] 比如说什么像那个同学们刷的像麻醉啊影像啊检验啊
[00:30:31 - 00:30:31] 对吧
[00:30:31 - 00:30:33] 这都是叫医学辅助啊
[00:30:33 - 00:30:39] 这个医学辅助人员麻醉影像检验这还好
[00:30:39 - 00:30:39] 这还好
[00:30:39 - 00:30:41] 但是医学里边还有一些其他的转业
[00:30:41 - 00:30:43] 大家一定要去关注一下
[00:30:43 - 00:30:45] 医学里边还有一些其他的转业你要关注一下
[00:30:45 - 00:30:47] 比如说医学里边还有什么呢
[00:30:47 - 00:30:49] 还有这个新力学
[00:30:49 - 00:30:50] 一颗大学是有新力学的
[00:30:51 - 00:30:53] 如果说你要是报临床没考上
[00:30:53 - 00:30:55] 很可能会被调及到学新力学
[00:30:56 - 00:30:57] 然后的话呢
[00:30:57 - 00:30:58] 这个还有什么呢
[00:30:58 - 00:30:59] 像公共衣卫生
[00:30:59 - 00:31:01] 公共卫生事业与为了
[00:31:01 - 00:31:01] 与医疗
[00:31:01 - 00:31:03] 就是公共卫生事业管理
[00:31:03 - 00:31:05] 公共卫生事业管理
[00:31:05 - 00:31:07] 就比如说像防疫战呢
[00:31:07 - 00:31:09] 然后的话像医院的管理啊
[00:31:09 - 00:31:10] 叫公共卫生事业管理
[00:31:10 - 00:31:11] 还有这么一个专业
[00:31:11 - 00:31:14] 一般情况大家也基本上不太去报
[00:31:14 - 00:31:15] 也可能会被调及
[00:31:15 - 00:31:18] 你也可能会被调及的一个专业叫护理学
[00:31:18 - 00:31:25] 这个是大家基本上可能没法去接受的护理学
[00:31:25 - 00:31:28] 就是说,张老师我要是报零床没考上网,调及到护理
[00:31:28 - 00:31:30] 这个可能很多人都接受不了
[00:31:30 - 00:31:31] 很多人可能都接受不了
[00:31:31 - 00:31:33] 所以说这个大家你要想明白
[00:31:33 - 00:31:35] 你要想明白,你报医学的话
[00:31:35 - 00:31:39] 如果你是老高考的那种平行职员报考的话
[00:31:39 - 00:31:42] 学校有限,你很可能会被调及到其他的普通专业
[00:31:42 - 00:31:45] 那老师呢我具体该怎么去报
[00:31:45 - 00:31:49] 我具体该怎么去报职员啊我们讲一讲具体该怎么来报职员
[00:31:49 - 00:31:50] 我给大家
[00:31:51 - 00:31:52] 举一个例子啊
[00:31:54 - 00:31:55] 我给大家举个例子
[00:31:56 - 00:32:02] 那么在报职员的时候呢大家你要知道平行支援啊平行支援他最重要的一个
[00:32:02 - 00:32:04] 我拿我拿笔席拿纸给大家写一下
[00:32:05 - 00:32:11] 因为我这这个我也是头一次用咱们B站的电脑来直播我前两天是用B站第一次用这个
[00:32:12 - 00:32:13] 手机来直播啊
[00:32:14 - 00:32:15] 这算了我就直接我觉得直接这么写了
[00:32:16 - 00:32:16] 这些这么写吧
[00:32:18 - 00:32:22] 这么写觉得更直观我觉得大家还是比较喜欢看我接两脸的
[00:32:22 - 00:32:23] 然后呢
[00:32:24 - 00:32:25] 不好意思自恋一下
[00:32:27 - 00:32:33] 然后的话呢平行志愿平行志愿是什么平行志愿是什么平行志愿就是未次优先
[00:32:34 - 00:32:35] 我就这么简单讲未次优先
[00:32:36 - 00:32:36] 未次优先
[00:32:37 - 00:32:38] 比如说
[00:32:38 - 00:32:41] 我给大家举个例子说张老师我是600分
[00:32:41 - 00:32:46] 假如说我是600分,然后另外一个人是599分,
[00:32:46 - 00:32:49] 我们两个都想报一个学校叫做郑州大学。
[00:32:49 - 00:32:53] 我600分我分高点啊,我就想着说,
[00:32:53 - 00:32:56] 我分高点是不是可以报一个比郑州大学更好的学校啊?
[00:32:56 - 00:33:00] 那比如说我第一支院我600分,我第一支院我报的是清华,
[00:33:00 - 00:33:03] 第二支院我报的是郑州大学,
[00:33:03 - 00:33:06] 那么另外一个人是599分,
[00:33:06 - 00:33:10] 599分呢,他说我这个分报清华肯定是没戏的,
[00:33:10 - 00:33:11] 我知道
[00:33:11 - 00:33:14] 那他599分他第一职员报的是郑州大学
[00:33:15 - 00:33:17] 他第一职员报的郑州大学我600分
[00:33:17 - 00:33:19] 我第二职员报的是郑大
[00:33:19 - 00:33:20] 他第一职员报的是郑大
[00:33:20 - 00:33:23] 那我第一职员清华大学没有录取
[00:33:23 - 00:33:25] 那我就到了第二职员了对吧
[00:33:25 - 00:33:28] 虽然郑州大学在我的职员表里面
[00:33:28 - 00:33:30] 是第二职员,但是因为我是600分
[00:33:30 - 00:33:32] 我比你599分高
[00:33:32 - 00:33:35] 郑州大学就会优先录取我600分
[00:33:35 - 00:33:38] 而不是因为我把郑大放在第二职员
[00:33:38 - 00:33:42] 优先陆娶你第一支院的599分
[00:33:42 - 00:33:43] 听明白了吧
[00:33:43 - 00:33:45] 听明白了吧
[00:33:45 - 00:33:47] 这就是平行支院
[00:33:47 - 00:33:49] 这就是平行支院
[00:33:49 - 00:33:51] 这就是平行支院
[00:33:51 - 00:33:53] 平行支院就是谁分高我要谁
[00:33:53 - 00:33:55] 这就是平行支院
[00:33:55 - 00:33:56] 谁分高我要谁
[00:33:56 - 00:34:00] 当然内蒙古的同学把这段去掉
